timestamp,compass,pressure,temperatureAmbient,temperatureCPU,altitude
4011,8.437500,1014.688416,21.290001,20.584518,147.777557
4042,8.437500,1014.688416,21.290001,22.457060,147.777557
4338,8.437500,1014.701538,21.299999,22.457060,147.668915
4525,8.437500,1014.686584,21.290001,22.457060,147.792862
4710,8.437500,1014.706726,21.299999,21.520805,147.625565
4897,8.437500,1014.672913,21.299999,22.925203,147.906082
5086,8.437500,1014.729980,21.299999,21.988949,147.433304
5272,8.437500,1014.683105,21.290001,22.457060,147.993301
5459,7.500000,1014.702332,21.299999,22.457060,147.662292
5645,6.312500,1014.665161,21.299999,22.925203,147.970337
5827,6.312500,1014.684814,21.309999,22.457060,147.807129
6020,6.437500,1014.714905,21.309999,22.457060,147.558243
6201,6.375000,1014.732971,21.320000,22.925203,147.408310
6389,6.875000,1014.688110,21.309999,22.457060,147.780106
6573,6.875000,1014.701904,21.320000,22.457060,147.665863
6761,6.875000,1014.682190,21.309999,22.457060,147.829071
6948,6.875000,1014.716614,21.309999,22.457060,147.543961
7133,6.875000,1014.702820,21.309999,22.457060,147.658203
7320,6.875000,1014.726868,21.320000,22.457060,147.458801
7506,6.875000,1014.711243,21.320000,22.457060,147.588333
7689,6.875000,1014.707947,21.309999,22.457060,147.543961
7875,6.875000,1014.719299,21.320000,22.925203,147.521530
8060,6.875000,1014.731384,21.320000,22.925203,147.421570
8245,6.875000,1014.710327,21.330000,22.457060,147.595993
8432,5.187500,1014.738098,21.330000,22.457060,147.365982
8618,5.062500,1014.702820,21.320000,22.457060,147.658203
8806,5.750000,1014.716492,21.330000,22.925203,147.544983
8990,5.750000,1014.685303,21.330000,22.457060,147.803558
9180,5.750000,1014.702637,21.330000,22.925203,147.659744
9366,5.750000,1014.718994,21.330000,22.457060,147.524078
9553,5.750000,1014.720703,21.330000,22.457060,147.509796
9741,4.125000,1014.712830,21.330000,22.457060,147.575073
9926,5.250000,1014.723450,21.330000,22.925203,147.487350
10114,5.562500,1014.704529,21.320000,22.457060,147.743896
10301,5.562500,1014.698059,21.340000,22.457060,147.697479
10485,5.562500,1014.711853,21.340000,22.457060,147.583237
10673,5.562500,1014.728271,21.340000,22.925203,147.447067
10859,6.937500,1014.737671,21.340000,22.925203,147.369553
11045,6.562500,1014.716187,21.340000,22.925203,147.547531
11232,6.062500,1014.702332,21.340000,22.457060,147.662292
11420,6.062500,1014.677368,21.340000,22.925203,147.868851
11608,6.062500,1014.690186,21.340000,22.457060,147.762756
11793,6.062500,1014.711853,21.340000,21.988949,147.583237
11983,6.062500,1014.704834,21.340000,22.457060,147.641373
12165,6.062500,1014.710022,21.340000,22.457060,147.598541
12351,6.062500,1014.699707,21.340000,22.925203,147.683716
12541,6.062500,1014.700684,21.340000,22.925203,147.676056
