timestamp,compass,pressure,temperatureAmbient,temperatureCPU,altitude
26515,46.062500,101701.890625,19.780001,20.584518,128.484604
26550,46.250000,101698.359375,19.780001,21.988949,128.776825
26613,47.437500,101701.890625,19.780001,21.052662,128.484604
26674,51.125000,101701.890625,19.780001,21.520805,128.484604
26736,67.562500,101701.046875,19.780001,21.520805,128.554352
26798,50.250000,101701.046875,19.780001,21.052662,128.640396
26860,47.312500,101700.437500,19.780001,21.052662,128.604752
26921,49.312500,101699.648438,19.780001,21.520805,128.670425
26983,48.937500,101699.648438,19.780001,21.520805,128.670425
27045,47.187500,101700.523438,19.780001,21.052662,128.597626
27107,46.312500,101700.859375,19.780001,21.052662,128.569626
27169,42.750000,101700.859375,19.780001,21.520805,128.569626
27231,47.812500,101702.265625,19.770000,21.520805,128.453552
27293,52.875000,101701.812500,19.780001,21.052662,128.491226
27355,55.812500,101701.812500,19.780001,21.520805,128.491226
27417,57.687500,101700.710938,19.770000,21.052662,128.582352
27479,61.812500,101701.312500,19.780001,21.520805,128.532471
27541,60.187500,101701.312500,19.780001,21.052662,128.532471
27603,61.875000,101700.968750,19.780001,21.520805,128.560974
27665,60.562500,101700.968750,19.780001,21.052662,128.560974
27727,61.875000,101703.734375,19.770000,21.520805,128.331894
27790,59.437500,101702.070313,19.780001,21.052662,128.469849
27852,56.125000,101702.070313,19.780001,21.520805,128.469849
27914,57.437500,101701.320313,19.770000,21.052662,128.531952
27974,55.500000,101702.851563,19.780001,21.052662,128.405197
28037,58.375000,101702.851563,19.780001,21.520805,128.405197
28099,60.437500,101702.531250,19.770000,21.052662,128.431671
28161,63.375000,101702.171875,19.780001,21.520805,128.461197
28222,65.875000,101702.171875,19.780001,21.520805,128.461197
28284,63.687500,101700.453125,19.770000,21.052662,128.603729
28346,64.437500,101701.320313,19.770000,21.520805,128.531952
28408,63.125000,101701.320313,19.770000,21.052662,128.531952
28470,62.875000,101702.851563,19.770000,21.052662,128.405197
28532,60.062500,101702.851563,19.770000,21.052662,128.405197
28594,59.500000,101703.210938,19.760000,21.052662,128.375671
28656,60.000000,101704.421875,19.770000,21.052662,128.275391
28718,60.562500,101704.421875,19.770000,21.052662,128.275391
28780,60.812500,101702.421875,19.760000,21.052662,128.440323
28842,60.187500,101700.625000,19.770000,21.052662,128.589478
28904,59.062500,101700.625000,19.770000,21.520805,128.589478
28966,61.250000,101703.031250,19.760000,21.520805,128.389923
29027,61.562500,101706.562500,19.770000,21.052662,128.098236
29089,60.375000,101706.562500,19.770000,21.052662,128.098236
29151,59.937500,101706.132813,19.770000,21.520805,128.133865
29213,61.187500,101706.132813,19.770000,21.052662,128.426575
29274,62.875000,101702.593750,19.760000,21.052662,128.426575
29336,62.875000,101702.945313,19.760000,21.052662,128.397049
29397,63.125000,101702.945313,19.760000,21.052662,128.397049
29460,65.187500,101700.359375,19.760000,21.520805,128.611374
29522,58.875000,101702.851563,19.770000,21.052662,128.405197
29584,62.500000,101702.851563,19.770000,21.520805,128.405197
29646,63.687500,101700.882813,19.760000,21.052662,128.567596
29708,63.125000,101703.898438,19.760000,21.052662,128.318649
29770,62.125000,101703.898438,19.760000,21.052662,128.318649
29832,61.250000,101702.968750,19.750000,21.052662,128.395523
29895,60.687500,101701.906250,19.760000,21.520805,128.483597
29957,61.812500,101701.906250,19.760000,21.052662,128.483597
30019,59.625000,101702.187500,19.760000,21.052662,128.460175
