timestamp,compass,pressure,temperatureAmbient,temperatureCPU,altitude
4061,234.937500,1014.720459,19.420000,18.711975,147.511841
4098,234.875000,1014.699768,19.410000,20.116373,147.683197
4363,234.875000,1014.708435,19.420000,20.116373,147.611801
4559,234.875000,1014.674866,19.420000,19.648264,147.889755
4613,234.875000,1014.688599,19.420000,20.116373,147.776016
4876,234.875000,1014.716980,19.420000,20.116373,147.540909
4923,234.875000,1014.685242,19.420000,20.116373,147.803558
5182,234.875000,1014.715942,19.430000,20.116373,147.549576
5222,234.875000,1014.710754,19.430000,20.116373,147.592422
5537,234.875000,1014.715149,19.430000,20.116373,147.556213
5726,234.875000,1014.693542,19.430000,20.584518,147.735229
5913,234.875000,1014.726196,19.440001,20.584518,147.464401
6102,234.875000,1014.701416,19.440001,20.116373,147.669937
6289,234.875000,1014.704834,19.440001,19.648264,147.641373
6476,234.875000,1014.721069,19.450001,20.116373,147.506744
6664,234.437500,1014.683899,19.430000,20.116373,147.814789
6882,235.375000,1014.714233,19.450001,20.584518,147.522034
6929,235.187500,1014.715027,19.450001,20.584518,147.557220
7183,235.187500,1014.710449,19.459999,20.116373,147.594971
7236,235.187500,1014.697632,19.450001,20.116373,147.701050
7500,235.187500,1014.700134,19.459999,20.584518,147.680649
7546,235.187500,1014.696655,19.459999,20.116373,147.709213
7802,235.187500,1014.726257,19.459999,20.584518,147.463898
7861,235.187500,1014.722839,19.459999,20.116373,147.492462
8123,235.187500,1014.734863,19.459999,20.584518,147.392502
8156,235.187500,1014.706238,19.469999,20.584518,147.629654
8466,235.187500,1014.741577,19.469999,20.116373,147.336899
8653,235.187500,1014.723572,19.469999,19.648264,147.486343
8840,235.187500,1014.716614,19.469999,20.116373,147.543961
9030,235.187500,1014.712341,19.469999,20.584518,147.579163
9217,235.187500,1014.717346,19.469999,20.584518,147.537842
9249,235.187500,1014.726868,19.469999,20.116373,147.458801
9529,235.187500,1014.695007,19.469999,20.116373,147.722977
9749,235.187500,1014.727661,19.469999,20.116373,147.452164
9965,235.187500,1014.719849,19.480000,20.116373,147.516937
10238,235.187500,1014.735291,19.469999,20.584518,147.388931
10401,235.187500,1014.735291,19.480000,20.116373,147.388931
10596,235.187500,1014.724060,19.480000,19.648264,147.482254
10776,235.187500,1014.739685,19.480000,20.116373,147.352722
10963,235.187500,1014.709534,19.480000,20.584518,147.602615
11150,235.187500,1014.711243,19.480000,20.584518,147.588333
11338,235.187500,1014.679382,19.469999,20.116373,147.852524
11525,235.187500,1014.717163,19.480000,20.116373,147.539383
11712,235.187500,1014.746643,19.490000,20.584518,147.295090
11899,235.187500,1014.723145,19.480000,20.116373,147.489914
12085,235.187500,1014.726624,19.480000,20.584518,147.460831
12272,235.187500,1014.718201,19.490000,19.648264,147.530701
12457,235.187500,1014.739746,19.480000,20.584518,147.352203
12643,235.187500,1014.698181,19.480000,20.116373,147.696457
12831,235.187500,1014.728333,19.480000,21.052662,147.446564
13016,235.187500,1014.719055,19.490000,20.116373,147.523575
13202,235.187500,1014.721741,19.490000,20.584518,147.501633
13373,235.187500,1014.698303,19.490000,20.116373,147.695435
13558,235.187500,1014.714661,19.490000,20.116373,147.560287
13753,235.187500,1014.715454,19.490000,20.584518,147.553665
13929,235.187500,1014.754395,19.490000,20.116373,147.230820
14116,235.187500,1014.737061,19.490000,21.052662,147.374649
14301,235.187500,1014.702576,19.490000,20.584518,147.660248
14486,235.187500,1014.700012,19.490000,20.584518,147.681671
14671,235.187500,1014.714783,19.490000,21.052662,147.559265
14856,235.187500,1014.704285,19.490000,20.116373,147.645966
15043,235.187500,1014.721436,19.500000,20.116373,147.503677
15231,235.187500,1014.730957,19.490000,20.584518,147.425140
15416,235.187500,1014.711853,19.500000,20.116373,147.583237
15601,235.187500,1014.719666,19.500000,21.052662,147.518463
15786,235.187500,1014.729980,19.500000,21.052662,147.433304
15973,235.437500,1014.720398,19.500000,20.584518,147.512344
16159,231.750000,1014.697266,19.500000,21.052662,147.704117
16348,229.875000,1014.708435,19.500000,21.052662,147.611801
16534,230.812500,1014.698914,19.500000,20.584518,147.690338
16721,238.125000,1014.704224,19.500000,21.052662,147.646484
16910,236.562500,1014.724792,19.500000,21.052662,147.476135
17098,238.250000,1014.696228,19.500000,21.052662,147.712784
17284,238.062500,1014.715454,19.490000,20.116373,147.447571
17472,238.000000,1014.725647,19.500000,20.584518,147.468994
17657,238.875000,1014.739380,19.500000,21.052662,147.355270
17844,241.500000,1014.714355,19.500000,20.584518,147.562332
18030,330.187500,1014.718689,19.500000,21.052662,147.526627
18216,234.625000,1014.705017,19.500000,20.116373,147.639847
18402,336.437500,1014.730164,19.510000,20.584518,147.431763
18590,338.312500,1014.754272,19.510000,20.116373,147.231842
18776,224.250000,1014.718018,19.510000,20.584518,147.532242
18963,222.562500,1014.711182,19.510000,20.584518,147.588852
19149,226.500000,1014.723816,19.500000,20.584518,147.484299
19337,229.312500,1014.708496,19.510000,20.584518,147.611282
19525,227.562500,1014.704834,19.500000,20.584518,147.641373
