timestamp,compass,pressure,temperatureAmbient,temperatureCPU,altitude
3669,343.062500,1014.600708,19.670000,21.052662,148.504364
4205,343.625000,1014.583435,19.670000,21.052662,148.647690
4737,343.625000,1014.566101,19.670000,21.520805,148.791016
5268,343.625000,1014.605835,19.670000,21.052662,148.462021
5798,343.625000,1014.587646,19.670000,21.052662,148.612488
6328,343.625000,1014.571411,19.670000,20.584518,148.747147
6858,342.875000,1014.568848,19.670000,21.052662,148.768570
7388,343.125000,1014.563721,19.660000,21.052662,148.810898
7921,343.062500,1014.549988,19.660000,21.052662,148.924652
8450,342.562500,1014.580139,19.670000,21.052662,148.674713
8978,342.562500,1014.588745,19.670000,21.052662,148.603302
9508,342.125000,1014.554199,19.670000,21.052662,148.889969
10037,342.562500,1014.582642,19.670000,21.052662,148.653809
10565,342.562500,1014.567993,19.670000,21.520805,148.775208
11094,344.312500,1014.580017,19.670000,21.052662,148.675735
11625,344.062500,1014.567017,19.670000,21.520805,148.783356
12157,343.625000,1014.588623,19.670000,21.052662,148.604324
12716,343.125000,1014.582520,19.670000,21.520805,148.654831
13246,343.187500,1014.584229,19.670000,21.052662,148.641052
13775,343.062500,1014.600708,19.670000,21.052662,148.504364
14309,342.562500,1014.563599,19.670000,21.520805,148.811920
14838,342.250000,1014.592834,19.670000,21.052662,148.569641
15368,343.187500,1014.598999,19.670000,21.520805,148.518646
15897,343.125000,1014.575623,19.670000,21.052662,148.711945
16428,342.687500,1014.577332,19.670000,21.520805,148.698181
16982,343.187500,1014.595459,19.670000,21.520805,148.547714
17543,343.187500,1014.592834,19.670000,21.520805,148.569641
18091,342.562500,1014.612671,19.680000,21.520805,148.405411
18643,342.562500,1014.595398,19.680000,21.520805,148.548218
19188,341.187500,1014.587646,19.670000,21.520805,148.612488
19743,341.500000,1014.603210,19.670000,21.520805,148.483444
20290,341.500000,1014.611694,19.680000,21.052662,148.413055
20840,341.500000,1014.553101,19.670000,21.520805,148.898636
21373,341.062500,1014.581726,19.670000,21.052662,148.661453
21902,341.062500,1014.578308,19.670000,21.520805,148.690018
22436,341.062500,1014.544556,19.670000,21.520805,148.969543
22965,341.062500,1014.578125,19.680000,21.520805,148.691544
23497,342.687500,1014.585754,19.680000,21.520805,148.628296
24026,340.000000,1014.554688,19.680000,21.520805,148.885880
24563,341.062500,1014.560852,19.680000,21.520805,148.834366
25094,341.500000,1014.576416,19.680000,21.520805,148.705826
25625,341.500000,1014.568726,19.680000,21.520805,148.769592
26154,341.500000,1014.620544,19.680000,21.520805,148.340118
26688,341.500000,1014.590027,19.680000,21.520805,148.592590
27217,341.500000,1014.585999,19.680000,21.520805,148.626266
27753,341.937500,1014.583374,19.690001,21.520805,148.648193
28285,341.937500,1014.571228,19.690001,21.052662,148.748672
28820,341.937500,1014.591187,19.680000,21.520805,148.583420
29351,342.437500,1014.598877,19.690001,21.520805,148.519653
29882,342.312500,1014.590332,19.690001,21.052662,148.590042
30439,342.437500,1014.635132,19.690001,21.052662,148.219238
30996,343.375000,1014.616150,19.690001,21.520805,148.376328
31543,341.937500,1014.578186,19.690001,21.052662,148.691040
32090,342.000000,1014.609985,19.690001,21.520805,148.427338
32635,342.000000,1014.626587,19.690001,21.520805,148.289627
33196,342.000000,1014.599670,19.690001,21.520805,148.513031
33743,342.000000,1014.616943,19.690001,21.520805,148.369705
34303,342.000000,1014.593750,19.690001,21.520805,148.561996
34835,342.000000,1014.627319,19.690001,21.520805,148.284012
35365,342.000000,1014.557251,19.680000,21.520805,148.756332
35895,341.937500,1014.580811,19.680000,21.520805,148.669113
36426,341.062500,1014.568726,19.680000,21.520805,148.539551
36960,343.312500,1014.624817,19.690001,21.988949,148.304413
37490,341.937500,1014.608459,19.680000,21.520805,148.405411
38020,342.562500,1014.613586,19.680000,21.520805,148.397751
38551,342.562500,1014.609985,19.680000,21.520805,148.392654
40081,342.562500,1014.567627,19.680000,21.520805,148.778259
40638,342.562500,1014.579712,19.680000,21.520805,148.678284
41199,342.562500,1014.556458,19.680000,21.520805,148.871094
41744,342.562500,1014.564209,19.680000,21.520805,148.806824
42294,342.125000,1014.575623,19.680000,21.520805,148.711945
