timestamp,compass,pressure,temperatureAmbient,temperatureCPU,altitude
4146,310.250000,101441.953125,20.290001,19.648264,150.005554
4180,310.250000,101441.085938,20.280001,20.584518,150.077484
4490,310.250000,101443.750000,20.290001,20.584518,149.856598
4675,310.250000,101444.359375,20.290001,21.052662,149.806107
4858,310.250000,101442.968750,20.299999,20.584518,149.921387
5042,310.250000,101440.546875,20.299999,21.052662,150.122375
5228,310.250000,101442.000000,20.299999,21.052662,150.001984
5290,310.250000,101440.125000,20.299999,21.052662,150.157578
5598,310.250000,101441.164063,20.299999,20.584518,150.071365
5783,310.250000,101441.164063,20.299999,21.052662,150.071365
5970,310.250000,101442.875000,20.309999,21.052662,149.929047
6155,310.250000,101441.937500,20.309999,21.052662,150.007095
6341,310.250000,101440.546875,20.309999,21.052662,150.122375
6529,310.250000,101441.835938,20.309999,21.052662,150.015762
6713,310.250000,101441.398438,20.309999,21.052662,150.051468
6898,310.250000,101441.492188,20.309999,21.052662,150.043823
7082,310.250000,101443.554688,20.309999,21.052662,149.872925
7265,310.250000,101441.054688,20.309999,21.052662,150.080551
7448,310.250000,101441.984375,20.320000,21.052662,150.003006
7474,310.250000,101440.609375,20.309999,21.052662,150.117279
7760,310.250000,101439.984375,20.320000,21.052662,150.168808
7943,310.250000,101443.031250,20.320000,21.520805,149.916794
8130,311.000000,101439.218750,20.320000,21.052662,150.232056
8314,310.250000,101442.945313,20.330000,20.116373,149.923431
8498,310.250000,101441.984375,20.330000,21.052662,150.003006
8683,310.250000,101439.218750,20.320000,21.052662,149.960663
8870,310.250000,101439.390625,20.330000,21.520805,150.218292
9054,310.250000,101440.859375,20.330000,21.052662,150.096878
9238,310.250000,101443.796875,20.330000,21.052662,149.853027
9424,310.250000,101439.992188,20.330000,21.052662,150.168289
9610,310.250000,101442.835938,20.330000,21.052662,149.932617
9795,310.250000,101440.164063,20.330000,21.052662,150.154510
9978,310.250000,101439.109375,20.340000,21.052662,150.241241
10162,310.250000,101441.968750,20.330000,21.520805,150.004532
10346,310.250000,101441.968750,20.330000,21.052662,150.004532
10531,310.250000,101442.742188,20.340000,21.052662,149.940262
10715,310.250000,101441.187500,20.340000,21.052662,150.069321
10899,310.250000,101437.671875,20.330000,21.052662,150.360611
11083,310.250000,101441.093750,20.340000,21.052662,150.076981
11267,313.062500,101438.171875,20.330000,21.052662,150.319290
11453,312.375000,101440.148438,20.340000,21.052662,150.155533
11638,312.250000,101441.265625,20.340000,21.520805,150.062698
11822,312.250000,101441.171875,20.340000,21.520805,150.070343
12007,312.250000,101437.968750,20.340000,21.052662,150.336121
12193,312.250000,101441.539063,20.350000,21.520805,150.039734
12378,312.250000,101441.429688,20.350000,21.052662,150.048920
12561,312.250000,101440.828125,20.350000,21.052662,150.098907
12744,312.250000,101441.601563,20.350000,21.052662,150.035141
12929,312.250000,101441.359375,20.350000,21.052662,150.055038
13116,312.250000,101439.187500,20.350000,21.052662,150.235123
13300,312.250000,101441.507813,20.360001,21.052662,150.042282
13487,312.250000,101442.312500,20.350000,21.052662,149.976486
13672,312.250000,101441.867188,20.350000,21.052662,150.012695
13858,312.250000,101438.148438,20.350000,21.520805,150.321335
14045,312.250000,101440.484375,20.350000,21.052662,150.127487
14230,312.250000,101440.312500,20.350000,21.052662,150.141769
14415,312.250000,101438.218750,20.360001,21.052662,150.315216
14598,312.250000,101438.570313,20.360001,21.052662,150.286133
14784,312.250000,101440.375000,20.360001,21.052662,150.136658
14972,312.250000,101438.812500,20.360001,21.052662,150.266235
15158,312.250000,101440.218750,20.350000,21.520805,150.120850
15342,312.250000,101440.804688,20.360001,21.052662,150.100952
15527,312.250000,101438.632813,20.360001,21.052662,150.280518
15708,312.250000,101439.156250,20.360001,21.052662,150.237671
15892,312.250000,101438.812500,20.360001,21.520805,150.266235
16078,312.250000,101438.890625,20.370001,21.052662,150.259613
16264,312.250000,101438.367188,20.370001,21.520805,150.302963
16452,312.250000,101437.945313,20.360001,21.520805,150.338165
16639,312.250000,101438.367188,20.370001,21.052662,150.302963
16827,312.250000,101441.765625,20.370001,21.520805,150.021378
17013,312.250000,101436.468750,20.370001,21.052662,150.460602
17199,312.250000,101440.710938,20.379999,21.520805,150.108612
17383,312.250000,101443.648438,20.360001,21.520805,149.865280
17568,312.250000,101439.750000,20.370001,21.052662,150.188187
17753,312.250000,101440.812500,20.370001,21.520805,150.099930
17939,312.250000,101440.195313,20.379999,21.052662,150.151459
18127,312.250000,101439.750000,20.379999,21.520805,150.188187
18312,312.250000,101439.062500,20.379999,21.052662,150.245316
18500,312.250000,101440.273438,20.379999,21.520805,150.145340
18686,312.250000,101438.546875,20.379999,21.052662,150.287659
18872,312.250000,101437.585938,20.379999,21.520805,150.367752
19058,312.250000,101438.796875,20.379999,21.052662,150.267761
19245,312.250000,101440.437500,20.379999,21.520805,150.131561
19431,312.250000,101436.718750,20.379999,21.520805,150.439682
19618,312.250000,101439.664063,20.379999,21.520805,150.195328
19802,312.250000,101440.523438,20.379999,21.052662,150.124420
19827,312.250000,101441.312500,20.379999,21.520805,150.058609
20111,312.250000,101441.890625,20.389999,21.520805,150.011169
20300,312.250000,101439.031250,20.389999,21.520805,150.247879
20486,312.250000,101438.796875,20.389999,21.052662,150.267761
20672,312.250000,101442.257813,20.389999,21.052662,149.980057
20857,312.250000,101441.968750,20.389999,21.052662,150.004532
21042,312.250000,101441.109375,20.400000,21.052662,150.075958
21228,312.250000,101441.125000,20.389999,21.052662,150.074432
21413,312.250000,101440.875000,20.389999,21.520805,150.095337
21600,312.250000,101441.734375,20.389999,21.520805,150.023926
21787,312.250000,101441.031250,20.400000,21.520805,150.082077
21973,312.250000,101443.625000,20.400000,21.052662,149.866806
22160,312.250000,101440.609375,20.389999,21.520805,150.117279
22344,312.250000,101441.203125,20.400000,21.052662,150.067795
22529,312.250000,101441.617188,20.400000,21.520805,150.033615
22715,312.250000,101441.617188,20.400000,21.520805,150.033615
22901,312.250000,101439.734375,20.400000,21.052662,150.189713
23088,312.250000,101440.750000,20.389999,21.520805,150.105545
23274,312.250000,101439.906250,20.400000,21.520805,150.175430
23460,312.250000,101443.843750,20.410000,21.052662,149.849457
23644,312.250000,101442.218750,20.410000,21.520805,149.983627
23832,312.250000,101442.656250,20.410000,21.520805,149.947403
24019,312.250000,101442.296875,20.410000,21.520805,149.976990
24204,312.250000,101441.273438,20.410000,21.052662,150.062180
24388,312.250000,101443.671875,20.410000,21.520805,149.863235
24575,312.250000,101442.656250,20.410000,21.520805,149.947403
24761,312.250000,101440.296875,20.410000,21.520805,150.143295
24947,312.250000,101440.984375,20.410000,21.520805,150.086166
25135,312.250000,101441.335938,20.410000,21.052662,150.057083
25321,312.250000,101440.296875,20.410000,21.520805,150.143295
25508,312.250000,101440.640625,20.410000,21.520805,150.114212
25694,312.250000,101439.367188,20.400000,21.520805,149.997910
25879,312.250000,101440.578125,20.410000,21.052662,150.119827
26067,312.250000,101442.218750,20.420000,21.520805,149.983627
26252,312.250000,101441.187500,20.420000,21.052662,150.069321
26440,312.250000,101444.023438,20.420000,21.520805,149.834152
26624,312.250000,101441.515625,20.420000,21.052662,150.041779
26809,312.250000,101441.437500,20.420000,21.520805,150.048416
26996,312.250000,101442.984375,20.420000,21.052662,149.919861
27179,312.250000,101442.875000,20.430000,21.520805,149.929047
27365,312.250000,101441.671875,20.430000,21.520805,150.029022
27551,312.250000,101439.609375,20.420000,21.520805,150.199921
27738,312.250000,101440.640625,20.420000,21.520805,150.114212
27925,312.250000,101439.437500,20.420000,21.520805,150.214706
28109,312.250000,101440.726563,20.420000,21.520805,150.107071
28294,312.250000,101438.421875,20.420000,21.520805,150.298370
28486,312.250000,101442.781250,20.430000,21.520805,149.937195
28672,312.250000,101441.078125,20.420000,21.520805,150.078506
28858,312.250000,101442.109375,20.420000,21.520805,149.992813
29042,312.250000,101442.093750,20.430000,21.520805,149.993820
29227,312.250000,101443.031250,20.430000,21.520805,149.916794
29414,312.250000,101443.828125,20.430000,21.052662,149.850479
29601,312.250000,101441.578125,20.430000,21.052662,150.037186
