timestamp,compass,pressure,temperatureAmbient,temperatureCPU,altitude
4057,1.187500,1014.746399,21.709999,23.393347,147.297119
4089,1.187500,1014.746399,21.709999,23.861492,147.297119
4497,1.187500,1014.713745,21.700001,23.861492,147.567429
4703,1.187500,1014.735291,21.690001,24.329636,147.388931
4905,1.187500,1014.723267,21.700001,23.393347,147.488892
5118,1.187500,1014.723145,21.700001,24.329636,147.489914
5322,1.187500,1014.751770,21.700001,23.861492,147.252762
5528,1.187500,1014.698120,21.700001,23.861492,147.696976
5730,1.187500,1014.713623,21.709999,24.329636,147.568451
5938,1.187500,1014.738770,21.700001,23.393347,147.360367
6139,1.187500,1014.760315,21.709999,24.329636,147.181870
6349,1.187500,1014.765625,21.700001,24.329636,147.138016
6550,1.187500,1014.726379,21.709999,24.329636,147.462875
6753,1.187500,1014.726563,21.700001,23.861492,147.461349
6956,1.187500,1014.734314,21.709999,23.861492,147.397079
7163,1.187500,1014.751648,21.709999,23.861492,147.253784
7373,1.187500,1014.756653,21.709999,23.861492,147.211960
7575,1.187500,1014.762207,21.700001,23.393347,147.166061
7781,1.187500,1014.762939,21.700001,23.861492,147.159943
7978,1.187500,1014.748901,21.709999,24.329636,147.276215
8182,1.187500,1014.758362,21.709999,23.861492,147.198181
8382,1.187500,1014.745483,21.709999,23.861492,147.304779
8586,1.187500,1014.724670,21.709999,23.861492,147.477158
8791,1.187500,1014.716064,21.709999,24.329636,147.548553
8994,1.187500,1014.752197,21.719999,24.329636,147.249191
9203,1.187500,1014.747009,21.719999,23.861492,147.292023
9409,1.187500,1014.748779,21.719999,24.329636,147.277237
9611,1.187500,1014.721069,21.719999,23.861492,147.506744
9818,4.625000,1014.734009,21.719999,23.393347,147.399643
10020,1.500000,1014.742676,21.719999,23.861492,147.327728
10221,1.187500,1014.740967,21.719999,24.329636,147.342010
10422,1.187500,1014.747986,21.709999,24.329636,147.283859
10623,1.187500,1014.756653,21.709999,23.861492,147.211960
10824,1.187500,1014.733337,21.709999,24.329636,147.405243
11026,1.187500,1014.747192,21.709999,23.861492,147.290497
11227,1.187500,1014.745300,21.719999,24.329636,147.306305
11428,1.187500,1014.752197,21.719999,23.861492,147.249191
12453,1.187500,1014.741089,21.709999,24.329636,147.347610
12479,1.187500,1014.772339,21.709999,24.329636,147.081909
12540,1.187500,1014.739502,21.709999,23.861492,147.354248
12600,1.187500,1014.739502,21.709999,23.861492,147.354248
12661,1.187500,1014.737976,21.700001,23.861492,147.366989
12722,1.187500,1014.765320,21.709999,24.329636,147.140045
12783,1.187500,1014.765320,21.709999,23.861492,147.140045
12844,1.187500,1014.773376,21.700001,23.861492,147.073746
12905,1.187500,1014.773376,21.700001,24.329636,147.274689
12966,1.187500,1014.766113,21.719999,24.329636,147.133926
13050,1.187500,1014.746277,21.709999,23.861492,147.298141
13092,1.187500,1014.746277,21.709999,24.329636,147.298141
13160,1.187500,1014.735291,21.700001,24.329636,147.388931
13219,1.187500,1014.753967,21.719999,24.329636,147.234390
13292,1.187500,1014.753967,21.719999,23.861492,147.234390
13331,1.187500,1014.763733,21.709999,24.329636,147.153305
13392,1.187500,1014.770447,21.709999,24.329636,147.097717
13452,1.187500,1014.770447,21.709999,24.329636,147.097717
13514,1.187500,1014.764526,21.709999,23.393347,147.146683
13575,1.187500,1014.764526,21.709999,23.861492,147.146683
13636,1.187500,1014.751404,21.709999,23.861492,147.255814
13696,1.187500,1014.751221,21.719999,24.329636,147.257339
13757,1.187500,1014.751221,21.719999,23.861492,147.257339
13818,1.187500,1014.775146,21.700001,24.329636,147.058960
13891,1.187500,1014.760132,21.709999,24.329636,147.183395
13964,1.187500,1014.760132,21.709999,23.861492,147.183395
14013,1.187500,1014.732605,21.709999,24.329636,147.411362
14078,1.187500,1014.732605,21.709999,23.861492,147.411362
14135,1.187500,1014.725769,21.700001,23.393347,147.467972
14203,1.187500,1014.741882,21.719999,23.861492,147.334351
14256,1.187500,1014.741882,21.719999,23.861492,147.334351
14321,1.187500,1014.733337,21.709999,24.329636,147.405243
14366,1.187500,1014.781738,21.719999,24.329636,147.004395
14427,1.187500,1014.781738,21.719999,23.861492,147.004395
14488,1.187500,1014.722351,21.700001,23.861492,147.496536
14548,1.187500,1014.722351,21.700001,23.861492,147.496536
14609,1.187500,1014.714294,21.709999,24.329636,147.562836
14670,1.187500,1014.741272,21.709999,24.329636,147.339462
14731,1.187500,1014.741272,21.709999,24.329636,147.339462
14792,1.187500,1014.748108,21.709999,23.861492,147.282852
14853,1.187500,1014.746277,21.709999,23.861492,147.298141
14924,1.187500,1014.746277,21.709999,24.329636,147.298141
14988,1.187500,1014.745483,21.709999,23.393347,147.304779
15049,1.187500,1014.745483,21.709999,23.861492,147.118622
15114,1.187500,1014.767944,21.719999,23.861492,147.118622
15164,1.187500,1014.756470,21.719999,24.329636,147.213486
15242,1.187500,1014.756470,21.719999,23.861492,147.213486
15292,1.187500,1014.714478,21.700001,23.861492,147.561813
15361,1.187500,1014.736633,21.719999,24.329636,147.378220
15413,1.187500,1014.736633,21.719999,23.861492,147.378220
