Timestamp,X-Position,Y-Position,Z-Position,Heading Velocity,Descent Velocity,Pressure
2053,-0.000028,0.000031,0.000073,-0.005776,45.975494,1016.715454
2103,-0.000021,0.000060,0.000062,0.001520,-7.398415,1016.706787
2139,0.000006,0.000060,0.000067,0.005473,-12.154389,1016.692626
2176,0.000005,0.000045,0.000016,-0.000304,0.000000,1016.692626
2210,-0.000012,0.000057,0.000015,-0.003345,0.000000,1016.692626
2246,-0.000011,0.000061,0.000015,0.000304,-1.056862,1016.690856
2283,-0.000011,0.000058,0.000006,-0.000101,0.000000,1016.690856
2325,-0.000023,0.000056,0.000010,-0.002432,-16.382217,1016.671508
2359,-0.000009,0.000051,0.000011,0.002935,0.000000,1016.671508
2395,-0.000011,0.000042,0.000038,-0.000607,0.000000,1016.671508
2429,-0.000025,0.000038,0.000024,-0.002833,-2.113724,1016.669067
2463,-0.000010,0.000041,0.000049,0.003035,0.000000,1016.669067
2498,-0.000013,0.000024,0.000068,-0.000607,0.000000,1016.669067
2534,0.000007,0.000032,0.000089,0.004047,23.780441,1016.696960
2568,0.000002,0.000031,0.000089,-0.000911,0.000000,1016.696960
2607,-0.000005,0.000025,0.000086,-0.001417,0.000000,1016.696960
2642,0.000002,0.000025,0.000062,0.001316,-11.626053,1016.683776
2676,0.000004,0.000023,0.000052,0.000405,0.000000,1016.683776
2710,0.000012,-0.000001,0.000074,0.001619,0.000000,1016.691467
2746,0.000002,-0.000012,0.000100,-0.002024,6.869888,1016.691467
2781,-0.000030,0.000000,0.000087,-0.006375,0.000000,1016.691467
2816,0.000022,0.000017,0.000100,0.010398,-9.512139,1016.679992
2850,0.000032,0.000042,0.000103,0.002116,0.000000,1016.679992
2890,0.000020,0.000051,0.000106,-0.002317,0.000000,1016.679992
2925,0.000000,0.000049,0.000107,-0.004030,14.796830,1016.697509
2959,0.000013,0.000041,0.000133,0.002519,0.000000,1016.697509
2995,0.000003,0.000044,0.000108,-0.001915,0.000000,1016.697509
3030,0.000012,0.000055,0.000108,0.001814,-10.569191,1016.685302
3063,0.000007,0.000056,0.000105,-0.001109,0.000000,1016.685302
3099,0.000018,0.000048,0.000116,0.002217,0.000000,1016.685302
3135,0.000014,0.000057,0.000124,-0.000806,4.756165,1016.691223
3173,-0.000007,0.000073,0.000138,-0.004127,0.000000,1016.691223
3208,0.000003,0.000067,0.000148,0.001911,-5.284500,1016.684997
3244,0.000006,0.000064,0.000138,0.000604,0.000000,1016.684997
3277,0.000009,0.000072,0.000126,0.000705,0.000000,1016.684997
3311,0.000007,0.000070,0.000117,-0.000403,-29.593658,1016.649353
3346,0.000009,0.000054,0.000110,0.000302,0.000000,1016.649353
3382,0.000009,0.000083,0.000095,0.000000,0.000000,1016.649353
3417,-0.000002,0.000083,0.000062,-0.002214,42.276382,1016.699707
3486,0.000021,0.000064,0.000055,0.004632,0.000000,1016.699707
3528,0.000036,0.000076,0.000051,0.003024,0.000000,1016.699707
3588,0.000053,0.000080,0.000056,0.003544,0.000000,1016.699707
3628,0.000045,0.000075,0.000053,-0.001828,-33.821105,1016.659362
3665,0.000043,0.000073,0.000053,-0.000305,0.000000,1016.659362
3709,0.000065,0.000116,0.000058,0.004482,8.983803,1016.669860
3765,0.000026,0.000101,0.000009,-0.007993,0.000000,1016.669860
3807,0.000040,0.000085,-0.000013,0.002871,1.585388,1016.671875
3847,-0.000003,0.000093,-0.000028,-0.008856,0.000000,1016.671875
3883,-0.000010,0.000095,-0.000025,-0.001341,-24.837303,1016.642211
3924,-0.000009,0.000095,-0.000022,0.000103,0.000000,1016.642211
3958,-0.000011,0.000095,-0.000015,-0.000412,0.000000,1016.642211
4007,-0.000009,0.000093,-0.000016,0.000516,27.479553,1016.675170
