Timestamp,X-Position,Y-Position,Z-Position,Heading Velocity,Descent Velocity,Pressure
1882,-0.000001,0.000002,-0.000005,0.001012,-14.268113,1017.607971
1920,-0.000020,0.000008,-0.000006,0.011635,22.723388,1017.634826
1955,-0.000129,0.000041,-0.000015,0.058401,0.000000,1017.634826
1993,-0.000228,0.000061,-0.000021,0.052447,0.000000,1017.634826
2031,-0.000256,0.000093,-0.000019,0.015671,0.000000,1017.634826
2069,-0.000274,0.000099,-0.000017,0.010504,-8.983613,1017.624450
2105,-0.000384,0.000123,0.000008,0.060362,0.000000,1017.624450
2145,-0.000402,0.000148,0.000013,0.009823,0.000000,1017.624450
2181,-0.000453,0.000155,0.000017,0.027558,5.284500,1017.630615
2214,-0.000498,0.000164,0.000019,0.024491,0.000000,1017.630615
2251,-0.000542,0.000173,0.000022,0.022976,0.000000,1017.603759
2285,-0.000580,0.000179,0.000025,0.019963,-22.195053,1017.603759
2321,-0.000616,0.000186,0.000027,0.018474,0.000000,1017.603759
2356,-0.000649,0.000193,0.000030,0.016425,15.325165,1017.622680
2390,-0.000680,0.000198,0.000031,0.015799,0.000000,1017.622680
2434,-0.000709,0.000204,0.000034,0.014153,0.000000,1017.622680
2470,-0.000735,0.000210,0.000035,0.013031,5.284500,1017.628662
2504,-0.000760,0.000215,0.000035,0.011988,0.000000,1017.628662
2539,-0.000783,0.000221,0.000037,0.011416,0.000000,1017.628662
2576,-0.000805,0.000225,0.000038,0.010877,25.894546,1017.659973
2615,-0.000827,0.000230,0.000038,0.010104,0.000000,1017.659973
2651,-0.000847,0.000234,0.000040,0.009816,-24.309158,1017.630493
2685,-0.000866,0.000237,0.000041,0.009293,0.000000,1017.630493
2724,-0.000885,0.000242,0.000042,0.008796,0.000000,1017.630493
2759,-0.000902,0.000246,0.000044,0.008301,-21.138000,1017.605285
2794,-0.000919,0.000249,0.000046,0.008045,0.000000,1017.605285
2830,-0.000936,0.000253,0.000047,0.007537,0.000000,1017.605285
2865,-0.000952,0.000258,0.000047,0.007519,38.576889,1017.652038
2899,-0.000967,0.000262,0.000048,0.007033,0.000000,1017.652038
2935,-0.000981,0.000266,0.000050,0.006783,-8.983613,1017.640930
2971,-0.000995,0.000269,0.000050,0.006549,0.000000,1017.640930
3011,-0.001009,0.000272,0.000050,0.006300,0.000000,1017.640930
3046,-0.001021,0.000276,0.000050,0.006053,2.642441,1017.644470
3082,-0.001034,0.000279,0.000051,0.006039,0.000000,1017.644470
3117,-0.001046,0.000282,0.000051,0.005562,0.000000,1017.644470
3152,-0.001059,0.000286,0.000053,0.005794,5.812836,1017.651428
3187,-0.001070,0.000289,0.000053,0.005318,0.000000,1017.651428
3223,-0.001082,0.000292,0.000053,0.005318,0.000000,1017.681701
3258,-0.001093,0.000294,0.000054,0.005306,25.365829,1017.681701
3296,-0.001105,0.000295,0.000054,0.005294,0.000000,1017.681701
3333,-0.001116,0.000296,0.000055,0.005064,-16.382217,1017.661865
3366,-0.001126,0.000297,0.000055,0.004604,0.000000,1017.661865
3403,-0.001136,0.000298,0.000055,0.004823,0.000000,1017.661865
3437,-0.001147,0.000300,0.000055,0.004823,-9.511948,1017.650329
3473,-0.001157,0.000300,0.000055,0.004583,0.000000,1017.650329
3508,-0.001166,0.000301,0.000056,0.004354,0.000000,1017.650329
3543,-0.001175,0.000303,0.000056,0.004125,-17.439270,1017.629516
3585,-0.001185,0.000304,0.000058,0.004344,0.000000,1017.629516
3619,-0.001194,0.000306,0.000058,0.004344,12.154770,1017.644470
3655,-0.001203,0.000307,0.000058,0.003887,0.000000,1017.644470
3690,-0.001212,0.000309,0.000058,0.004106,0.000000,1017.644470
3733,-0.001220,0.000310,0.000058,0.003650,-16.910552,1017.623596
3799,-0.001228,0.000311,0.000058,0.003869,0.000000,1017.623596
3834,-0.001236,0.000311,0.000058,0.003642,10.569001,1017.636474
3878,-0.001244,0.000311,0.000058,0.003414,0.000000,1017.636474
3916,-0.001252,0.000312,0.000058,0.003634,5.284500,1017.642639
3952,-0.001259,0.000312,0.000058,0.003407,0.000000,1017.642639
3987,-0.001267,0.000312,0.000058,0.003407,0.000000,1017.642639
4023,-0.001274,0.000314,0.000058,0.003179,1.057053,1017.644470
4064,-0.001281,0.000316,0.000058,0.003399,0.000000,1017.644470
4099,-0.001289,0.000316,0.000058,0.003399,0.000000,1017.644470
4139,-0.001296,0.000318,0.000059,0.003172,-2.642441,1017.640930
4174,-0.001303,0.000318,0.000060,0.003172,0.000000,1017.640930
4234,-0.001309,0.000319,0.000059,0.002713,0.000000,1017.640808
4289,-0.001315,0.000320,0.000060,0.002939,0.000000,1017.640808
4333,-0.001321,0.000321,0.000060,0.002713,-3.699112,1017.636413
4389,-0.001327,0.000322,0.000060,0.002713,0.000000,1017.636413
4433,-0.001333,0.000322,0.000061,0.002713,6.341553,1017.644470
