Timestamp,X-Position,Y-Position,Z-Position,Heading Velocity,Descent Velocity,Pressure
2341,0.000002,0.000003,-0.000002,0.000423,11.097527,1016.222412
2392,0.000002,0.000003,-0.000003,0.000000,4.227638,1016.227416
2428,0.000002,0.000004,-0.000005,0.000000,20.609664,1016.252502
2464,-0.000004,0.000004,-0.000005,-0.001270,0.000000,1016.252502
2510,0.000000,0.000007,0.000002,0.000847,0.000000,1016.212524
2561,-0.000006,0.000006,0.000009,-0.001376,-33.292579,1016.212524
2608,-0.000006,0.000004,0.000017,0.000000,0.000000,1016.257507
2678,0.000001,-0.000001,0.000021,0.001588,37.520217,1016.257507
2731,-0.000014,0.000017,0.000036,-0.003175,-8.983613,1016.246887
2774,-0.000006,0.000011,0.000026,0.001588,0.000000,1016.246887
2828,-0.000010,0.000013,0.000030,-0.000741,-25.365829,1016.216430
2871,-0.000013,0.000007,0.000018,-0.000741,0.000000,1016.216430
2923,-0.000019,0.000013,0.000034,-0.001164,23.251914,1016.244201
2966,-0.000021,0.000017,0.000027,-0.000423,0.000000,1016.244201
3017,-0.000022,0.000016,0.000025,-0.000106,-8.455277,1016.233764
3055,-0.000025,0.000018,0.000036,-0.000847,0.000000,1016.233764
3098,-0.000032,0.000025,0.000030,-0.001376,7.926750,1016.243530
3133,-0.000024,0.000025,0.000021,0.001588,0.000000,1016.243530
3169,-0.000035,0.000028,0.000029,-0.002118,0.000000,1016.243530
3204,-0.000037,0.000036,0.000015,-0.000423,-17.438888,1016.222473
3239,-0.000040,0.000038,0.000016,-0.000741,0.000000,1016.222473
3274,-0.000050,0.000037,0.000020,-0.002116,0.000000,1016.222473
3308,-0.000054,0.000022,-0.000003,-0.000845,10.040665,1016.234619
3352,-0.000053,0.000031,-0.000010,0.000316,0.000000,1016.234619
3390,-0.000057,0.000034,-0.000008,-0.000947,0.000000,1016.234619
3424,-0.000077,0.000036,0.000000,-0.004207,0.000000,1016.234619
3461,-0.000072,0.000035,0.000035,0.001051,0.000000,1016.234619
3495,-0.000070,0.000044,0.000034,0.000526,-7.398415,1016.225708
3533,-0.000069,0.000041,0.000041,0.000210,0.000000,1016.225708
3568,-0.000061,0.000037,0.000036,0.001682,0.000000,1016.225708
3607,-0.000062,0.000039,0.000045,-0.000316,10.040665,1016.237915
3645,-0.000069,0.000037,0.000056,-0.001367,0.000000,1016.237915
3682,-0.000071,0.000040,0.000059,-0.000631,-17.967414,1016.216247
3716,-0.000071,0.000041,0.000067,0.000000,0.000000,1016.216247
