Timestamp,X-Position,Y-Position,Z-Position,Heading Velocity,Descent Velocity,Pressure
2216,-0.000086,0.000074,-0.000067,0.233442,20.609664,1016.190307
2259,-0.000119,0.000158,-0.000178,-0.075521,10.040665,1016.219848
2302,-0.000158,0.000270,-0.000213,-0.049861,0.000000,1016.219848
2344,-0.000200,0.000359,-0.000197,-0.042635,-27.479553,1016.186706
2391,-0.000351,0.000543,-0.000524,-0.122163,0.000000,1016.186706
2433,-0.000259,0.000571,-0.000560,0.057865,8.983613,1016.197875
2477,-0.000259,0.000609,-0.000538,0.000000,0.000000,1016.197875
2515,-0.000211,0.000611,-0.000577,0.026359,-2.113724,1016.195129
2551,-0.000175,0.000613,-0.000612,0.019921,0.000000,1016.195129
2586,-0.000151,0.000624,-0.000605,0.013281,0.000000,1016.195129
2620,-0.000115,0.000626,-0.000615,0.019645,5.813026,1016.201904
2658,-0.000127,0.000631,-0.000618,-0.006364,0.000000,1016.201904
2693,-0.000081,0.000642,-0.000611,0.025732,0.000000,1016.201904
2733,-0.000130,0.000618,-0.000592,-0.026964,3.170776,1016.206176
2766,-0.000127,0.000642,-0.000630,0.001257,0.000000,1016.206176
2826,-0.000344,0.000853,-0.000707,-0.108590,-4.756165,1016.200012
2877,-0.000665,0.000860,-0.000881,-0.187708,0.000000,1016.200012
2917,-0.000948,0.000562,-0.001057,-0.161433,12.682915,1016.215698
2957,-0.001058,0.000151,-0.001350,-0.055874,0.000000,1016.215698
3000,-0.000998,-0.000202,-0.001718,0.024909,0.000000,1016.215698
3053,-0.000555,-0.000472,-0.002172,0.169269,-26.951217,1016.183410
3096,-0.000090,-0.000571,-0.002571,0.123578,0.000000,1016.183410
3135,0.000375,-0.000489,-0.002976,0.099344,23.251914,1016.210998
3169,0.000776,-0.000446,-0.003352,0.082030,0.000000,1016.210998
3208,0.001114,-0.000439,-0.003716,0.067655,-14.796639,1016.193420
3243,0.001362,-0.000310,-0.004069,0.049925,0.000000,1016.193420
3278,0.001581,-0.000057,-0.004437,0.045433,0.000000,1016.193420
3316,0.001733,0.000195,-0.004721,0.032796,13.211441,1016.209045
3353,0.001688,0.000397,-0.004993,-0.009771,0.000000,1016.209045
3389,0.001599,0.000501,-0.005208,-0.019241,-17.967605,1016.187438
3434,0.001584,0.000428,-0.005467,-0.003125,0.000000,1016.187438
3468,0.001572,0.000164,-0.005647,-0.002406,0.000000,1016.187438
3505,0.001487,-0.000229,-0.005754,-0.020389,10.040665,1016.199401
3544,0.001411,-0.000667,-0.005937,-0.016721,0.000000,1016.199401
3581,0.001309,-0.001128,-0.006333,-0.021092,0.000000,1016.211547
3616,0.001129,-0.001621,-0.006868,-0.036111,10.040665,1016.211547
3654,0.000803,-0.002043,-0.007316,-0.065418,0.000000,1016.211547
3692,0.000368,-0.002281,-0.007656,-0.089425,9.512139,1016.222839
3732,-0.000010,-0.002462,-0.007914,-0.078897,0.000000,1016.222839
3767,-0.000545,-0.002581,-0.008088,-0.114517,0.000000,1016.222839
3803,-0.001026,-0.002777,-0.008291,-0.102644,-16.382026,1016.203613
3837,-0.001579,-0.002944,-0.008482,-0.117224,0.000000,1016.203613
3872,-0.002231,-0.002927,-0.008755,-0.137662,0.000000,1016.203735
3907,-0.002762,-0.002833,-0.009032,-0.108124,0.528526,1016.203735
3943,-0.003219,-0.002502,-0.009244,-0.091736,0.000000,1016.203735
3979,-0.003475,-0.002339,-0.009472,0.167616,13.211251,1016.220153
4020,-0.003574,-0.002459,-0.009618,0.050930,0.000000,1016.220153
4055,-0.003832,-0.002366,-0.009782,0.113927,0.000000,1016.220153
4091,-0.003934,-0.002237,-0.010007,0.044028,12.682915,1016.235534
4128,-0.003768,-0.002196,-0.010356,-0.072818,0.000000,1016.235534
4163,-0.003642,-0.002093,-0.010773,-0.055867,0.000000,1016.235534
4206,-0.003495,-0.001993,-0.011203,0.089199,-10.040665,1016.223449
4242,-0.003295,-0.001897,-0.011643,0.070333,0.000000,1016.223449
4282,-0.003155,-0.001846,-0.012037,0.036094,-13.211251,1016.207519
4317,-0.003056,-0.001857,-0.012409,0.021937,0.000000,1016.207519
4353,-0.002980,-0.001862,-0.012777,0.015733,0.000000,1016.207519
4388,-0.002892,-0.001755,-0.013162,0.017737,8.455277,1016.217163
4423,-0.002763,-0.001570,-0.013556,0.025767,0.000000,1016.217163
4457,-0.002573,-0.001505,-0.013955,0.038562,-23.252105,1016.189270
4493,-0.002317,-0.001484,-0.014404,0.052520,0.000000,1016.189270
4529,-0.002046,-0.001467,-0.014884,0.057805,0.000000,1016.189270
4569,-0.001712,-0.001394,-0.015402,0.075438,33.821105,1016.230163
