Timestamp,X-Position,Y-Position,Z-Position,Heading Velocity,Descent Velocity,Pressure
2278,0.000006,-0.000002,-0.000007,0.002167,26.422691,1016.288879
2326,0.000003,-0.000000,-0.000011,-0.000985,-3.699303,1016.284423
2362,0.000003,-0.000001,-0.000013,0.000000,0.000000,1016.284423
2398,0.000005,-0.000008,-0.000020,0.000788,0.000000,1016.284423
2434,0.000001,-0.000009,-0.000029,-0.001379,1.585388,1016.286254
2469,-0.000002,-0.000009,-0.000028,-0.001576,0.000000,1016.286254
2504,-0.000001,-0.000014,-0.000034,0.000394,0.000000,1016.286254
2546,-0.000001,-0.000011,-0.000038,0.000197,-17.967414,1016.264404
2582,-0.000007,-0.000008,-0.000035,-0.002364,0.000000,1016.264404
2617,-0.000007,-0.000008,-0.000037,0.000000,-4.756165,1016.258911
2654,-0.000007,-0.000010,-0.000040,0.000000,0.000000,1016.258911
2692,-0.000010,-0.000008,-0.000046,-0.001180,0.000000,1016.258911
2725,-0.000009,-0.000005,-0.000050,0.000590,0.528526,1016.259704
2762,-0.000014,-0.000007,-0.000051,-0.002163,0.000000,1016.259704
2798,-0.000011,-0.000007,-0.000051,0.001377,0.000000,1016.259704
2837,-0.000009,-0.000007,-0.000056,0.000393,3.170776,1016.263183
2871,-0.000012,-0.000007,-0.000057,-0.001180,0.000000,1016.263183
2905,-0.000012,-0.000010,-0.000064,0.000000,6.341362,1016.270935
2940,-0.000009,-0.000012,-0.000063,0.001377,0.000000,1016.270935
2975,-0.000007,-0.000013,-0.000064,0.000590,0.000000,1016.270935
3009,-0.000004,-0.000014,-0.000064,0.001180,-11.097527,1016.257751
3044,-0.000003,-0.000015,-0.000070,0.000590,0.000000,1016.257751
3083,-0.000001,-0.000015,-0.000059,0.000787,0.000000,1016.257751
3118,-0.000007,-0.000011,-0.000077,-0.002360,9.512139,1016.268920
3153,-0.000020,-0.000004,-0.000077,-0.005123,0.000000,1016.268920
3189,-0.000020,-0.000007,-0.000094,0.000000,0.000000,1016.268920
3224,-0.000024,-0.000006,-0.000094,-0.001773,9.512330,1016.280456
3259,-0.000026,-0.000010,-0.000100,-0.000591,0.000000,1016.280456
3294,-0.000029,-0.000010,-0.000104,-0.001182,-8.983803,1016.269775
3330,-0.000037,-0.000011,-0.000111,-0.003152,0.000000,1016.269775
3367,-0.000033,-0.000010,-0.000117,0.001576,0.000000,1016.269775
3403,-0.000033,-0.000010,-0.000125,-0.000197,-25.894355,1016.238464
3439,-0.000036,-0.000010,-0.000126,-0.001182,0.000000,1016.238464
3473,-0.000036,-0.000009,-0.000131,0.000000,0.000000,1016.238464
3507,-0.000032,-0.000009,-0.000135,0.001576,23.780632,1016.267028
3543,-0.000041,-0.000010,-0.000133,-0.003350,0.000000,1016.267028
3577,-0.000031,-0.000006,-0.000144,0.003744,0.000000,1016.267028
3612,-0.000033,-0.000008,-0.000131,-0.000591,-8.983803,1016.256591
3653,-0.000036,-0.000013,-0.000129,-0.001184,0.000000,1016.256591
3689,-0.000038,-0.000017,-0.000135,-0.000790,3.699112,1016.260803
3723,-0.000036,-0.000018,-0.000126,0.000790,0.000000,1016.260803
3759,-0.000036,-0.000019,-0.000122,-0.000197,0.000000,1016.260803
3793,-0.000041,-0.000029,-0.000125,-0.001777,10.569191,1016.273742
3858,-0.000034,-0.000025,-0.000130,0.002764,0.000000,1016.273742
3893,-0.000039,-0.000023,-0.000123,-0.001777,1.585388,1016.275573
3933,-0.000033,-0.000024,-0.000139,0.002369,0.000000,1016.275573
3974,-0.000041,-0.000031,-0.000144,-0.003158,-7.398415,1016.266540
4008,-0.000043,-0.000036,-0.000141,-0.000790,0.000000,1016.266540
4043,-0.000044,-0.000038,-0.000144,-0.000395,0.000000,1016.266540
4079,-0.000043,-0.000037,-0.000153,0.000395,-8.455277,1016.256164
4120,-0.000046,-0.000037,-0.000173,-0.001184,0.000000,1016.256164
4161,-0.000047,-0.000034,-0.000175,-0.000395,0.000000,1016.256164
4203,-0.000047,-0.000030,-0.000182,-0.000197,-12.154580,1016.241455
4256,-0.000055,-0.000026,-0.000193,-0.003164,0.000000,1016.241455
4300,-0.000054,-0.000027,-0.000203,0.000592,21.138381,1016.267333
4356,-0.000057,-0.000026,-0.000215,-0.001382,0.000000,1016.267333
4401,-0.000053,-0.000028,-0.000214,0.001582,-20.081329,1016.242980
4457,-0.000054,-0.000028,-0.000204,-0.000396,0.000000,1016.242980
4511,-0.000055,-0.000034,-0.000205,-0.000396,4.227638,1016.248229
4569,-0.000054,-0.000042,-0.000213,0.000592,-5.284691,1016.241333
4610,-0.000054,-0.000044,-0.000215,0.000000,0.000000,1016.241333
4649,-0.000053,-0.000039,-0.000223,0.000396,0.000000,1016.241333
4683,-0.000054,-0.000038,-0.000225,-0.000396,18.495941,1016.263977
4722,-0.000060,-0.000040,-0.000230,-0.002571,0.000000,1016.263977
4758,-0.000055,-0.000039,-0.000243,0.001978,16.382217,1016.283569
4799,-0.000056,-0.000038,-0.000243,-0.000396,0.000000,1016.283569
4835,-0.000061,-0.000040,-0.000243,-0.001780,0.000000,1016.283569
4876,-0.000061,-0.000045,-0.000247,0.000000,-32.764244,1016.244506
4929,-0.000062,-0.000046,-0.000245,-0.000592,0.000000,1016.244506
4972,-0.000063,-0.000052,-0.000263,-0.000197,8.983803,1016.255004
5029,-0.000065,-0.000053,-0.000273,-0.000987,0.000000,1016.255004
5071,-0.000063,-0.000052,-0.000282,0.000790,16.382026,1016.275024
5124,-0.000063,-0.000048,-0.000276,0.000000,0.000000,1016.275024
5167,-0.000065,-0.000048,-0.000279,-0.000989,0.528526,1016.275634
5222,-0.000063,-0.000048,-0.000282,0.000987,0.000000,1016.275634
5265,-0.000063,-0.000049,-0.000285,0.000197,5.284500,1016.281860
5303,-0.000061,-0.000044,-0.000281,0.000395,0.000000,1016.281860
5340,-0.000061,-0.000043,-0.000290,0.000000,-35.935020,1016.238464
5377,-0.000059,-0.000043,-0.000296,0.001184,0.000000,1016.238464
5411,-0.000055,-0.000045,-0.000299,0.001579,0.000000,1016.238464
5450,-0.000052,-0.000047,-0.000291,0.000987,7.926941,1016.247802
5484,-0.000047,-0.000048,-0.000294,0.001974,0.000000,1016.247802
5524,-0.000046,-0.000045,-0.000313,0.000395,0.000000,1016.247802
5558,-0.000041,-0.000047,-0.000303,0.001974,17.967414,1016.269836
5614,-0.000041,-0.000047,-0.000306,0.000000,0.000000,1016.269836
5656,-0.000041,-0.000046,-0.000311,-0.000198,10.040665,1016.282043
5700,-0.000040,-0.000034,-0.000313,0.000593,0.000000,1016.282043
5755,-0.000047,-0.000037,-0.000345,-0.002769,-40.162658,1016.233276
5799,-0.000064,-0.000038,-0.000331,-0.006922,0.000000,1016.233276
5852,-0.000065,-0.000036,-0.000323,-0.000199,15.853692,1016.252319
5895,-0.000067,-0.000044,-0.000325,-0.000794,0.000000,1016.252319
5934,-0.000060,-0.000040,-0.000330,0.002779,-4.227638,1016.247192
5967,-0.000065,-0.000038,-0.000328,-0.001985,0.000000,1016.247192
6003,-0.000068,-0.000036,-0.000318,-0.001191,0.000000,1016.247192
6039,-0.000070,-0.000037,-0.000314,-0.000993,13.211441,1016.263610
6079,-0.000066,-0.000041,-0.000323,0.001787,0.000000,1016.263610
6114,-0.000063,-0.000041,-0.000331,0.000991,-3.170776,1016.259460
6152,-0.000081,-0.000036,-0.000390,-0.007133,0.000000,1016.259460
6187,-0.000075,-0.000034,-0.000405,0.002378,0.000000,1016.259460
6242,-0.000076,-0.000033,-0.000408,-0.000396,-13.211441,1016.243774
6294,-0.000078,-0.000034,-0.000410,-0.000594,0.000000,1016.243774
6338,-0.000077,-0.000038,-0.000401,0.000198,5.284691,1016.249755
6397,-0.000082,-0.000030,-0.000428,-0.001783,0.000000,1016.249755
6439,-0.000083,-0.000031,-0.000431,-0.000397,-5.813026,1016.242797
6477,-0.000086,-0.000029,-0.000430,-0.001191,0.000000,1016.242797
6514,-0.000091,-0.000042,-0.000432,-0.001985,-2.642250,1016.240051
6553,-0.000091,-0.000035,-0.000453,0.000000,0.000000,1016.240051
6589,-0.000091,-0.000041,-0.000453,0.000000,0.000000,1016.240051
6623,-0.000090,-0.000037,-0.000451,0.000199,7.398224,1016.248779
6657,-0.000083,-0.000037,-0.000458,0.002789,0.000000,1016.248779
6691,-0.000083,-0.000036,-0.000470,0.000000,0.000000,1016.217407
6727,-0.000073,-0.000031,-0.000483,0.004383,-22.195053,1016.221618
6761,-0.000062,-0.000032,-0.000487,0.004184,0.000000,1016.221618
6797,-0.000071,-0.000035,-0.000485,-0.003786,21.666717,1016.247802
6838,-0.000069,-0.000036,-0.000489,0.000998,0.000000,1016.247802
6874,-0.000068,-0.000037,-0.000494,0.000599,0.000000,1016.247802
6909,-0.000065,-0.000035,-0.000501,0.001198,14.268303,1016.265136
6944,-0.000065,-0.000039,-0.000503,0.000000,0.000000,1016.265136
6982,-0.000078,-0.000051,-0.000514,-0.005904,0.000000,1016.265136
7017,-0.000079,-0.000032,-0.000521,-0.000423,-19.024467,1016.242492
7055,-0.000088,-0.000032,-0.000523,-0.003599,0.000000,1016.242492
7091,-0.000092,-0.000030,-0.000521,-0.001694,8.983803,1016.252807
7131,-0.000086,-0.000033,-0.000525,0.002329,0.000000,1016.252807
7165,-0.000083,-0.000025,-0.000526,0.001275,0.000000,1016.252807
7201,-0.000082,-0.000030,-0.000528,0.000638,-7.398415,1016.244323
7235,-0.000081,-0.000026,-0.000531,0.000640,0.000000,1016.244323
7270,-0.000100,-0.000036,-0.000538,-0.008428,0.000000,1016.244323
7304,-0.000100,-0.000038,-0.000538,-0.000217,3.699112,1016.248596
7340,-0.000101,-0.000043,-0.000533,-0.000433,0.000000,1016.248596
7383,-0.000098,-0.000040,-0.000560,0.001519,-19.552803,1016.224914
7417,-0.000097,-0.000038,-0.000555,0.000436,0.000000,1016.224914
7454,-0.000091,-0.000040,-0.000557,0.002402,0.000000,1016.224914
7490,-0.000093,-0.000034,-0.000558,-0.000655,-8.455277,1016.215148
7525,-0.000102,-0.000035,-0.000553,-0.004150,0.000000,1016.215148
7559,-0.000105,-0.000035,-0.000553,-0.001092,0.000000,1016.215148
7592,-0.000111,-0.000029,-0.000568,-0.002408,4.756165,1016.220458
7629,-0.000099,-0.000044,-0.000613,0.004815,0.000000,1016.220458
7667,-0.000098,-0.000049,-0.000633,0.000657,29.593467,1016.256042
7702,-0.000090,-0.000045,-0.000633,0.003721,0.000000,1016.256042
7738,-0.000099,-0.000042,-0.000621,-0.003940,0.000000,1016.256042
7773,-0.000099,-0.000029,-0.000620,0.000000,0.528526,1016.256713
7806,-0.000099,-0.000029,-0.000625,0.000000,0.000000,1016.256713
7841,-0.000098,-0.000034,-0.000630,0.000219,0.000000,1016.256713
7877,-0.000110,-0.000044,-0.000641,-0.005034,-19.024467,1016.234130
7912,-0.000108,-0.000050,-0.000643,0.000657,0.000000,1016.234130
7952,-0.000106,-0.000050,-0.000652,0.000875,0.000000,1016.234130
7989,-0.000106,-0.000050,-0.000659,0.000000,41.219520,1016.283996
8024,-0.000107,-0.000049,-0.000663,-0.000438,0.000000,1016.283996
8057,-0.000104,-0.000052,-0.000664,0.001532,-11.626053,1016.269836
8092,-0.000106,-0.000063,-0.000672,-0.000875,0.000000,1016.269836
8130,-0.000105,-0.000055,-0.000666,0.000219,0.000000,1016.269836
8164,-0.000109,-0.000052,-0.000665,-0.001532,-15.853692,1016.250610
8203,-0.000111,-0.000051,-0.000658,-0.001094,0.000000,1016.250610
8244,-0.000114,-0.000052,-0.000649,-0.001310,0.000000,1016.250610
8280,-0.000108,-0.000055,-0.000669,0.002839,-2.113724,1016.248107
8314,-0.000108,-0.000050,-0.000664,0.000000,0.000000,1016.248107
8350,-0.000102,-0.000052,-0.000664,0.002621,29.593467,1016.283752
8384,-0.000100,-0.000053,-0.000671,0.000655,0.000000,1016.283752
8419,-0.000097,-0.000052,-0.000671,0.001529,0.000000,1016.283752
8453,-0.000105,-0.000051,-0.000674,-0.003713,-43.333435,1016.231506
8493,-0.000107,-0.000051,-0.000686,-0.000655,0.000000,1016.231506
8528,-0.000107,-0.000052,-0.000687,0.000000,0.000000,1016.231506
8563,-0.000107,-0.000053,-0.000690,0.000000,7.398415,1016.240173
8630,-0.000105,-0.000053,-0.000717,0.000655,0.000000,1016.240173
8664,-0.000105,-0.000052,-0.000720,0.000218,-7.398415,1016.231506
8708,-0.000111,-0.000050,-0.000724,-0.002839,0.000000,1016.231506
8747,-0.000100,-0.000044,-0.000738,0.004805,1.585388,1016.233215
8788,-0.000099,-0.000035,-0.000738,0.000655,0.000000,1016.233215
8829,-0.000095,-0.000035,-0.000752,0.001747,0.000000,1016.233215
8863,-0.000111,-0.000008,-0.000756,-0.006989,35.406494,1016.275756
8902,-0.000112,-0.000025,-0.000745,-0.000657,0.000000,1016.275756
8938,-0.000081,-0.000050,-0.000735,0.013788,-17.438888,1016.254699
8974,-0.000123,-0.000040,-0.000715,-0.018385,0.000000,1016.254699
9008,-0.000102,-0.000041,-0.000745,0.008973,0.000000,1016.254699
9052,-0.000117,-0.000042,-0.000725,-0.006566,-7.926941,1016.245178
