Timestamp,X-Position,Y-Position,Z-Position,Heading Velocity,Descent Velocity,Pressure
2127,-0.000001,0.000006,-0.000014,0.014104,37.520217,1016.997314
2176,-0.000002,0.000009,-0.000018,0.014104,-17.967414,1016.975646
2212,-0.000001,0.000008,-0.000022,-0.014104,0.000000,1016.975646
2267,-0.000006,0.000007,-0.000027,0.058935,11.626053,1016.989318
2302,-0.000010,0.000006,-0.000047,0.058935,0.000000,1016.989318
2352,-0.000002,0.000009,-0.000051,-0.104774,8.455277,1016.999694
2390,-0.000009,0.000014,-0.000066,0.091677,0.000000,1016.999694
2461,-0.000014,0.000029,-0.000064,0.072032,-3.699303,1016.995300
2516,-0.000007,0.000027,-0.000063,-0.091677,0.000000,1016.995300
2561,-0.000009,0.000035,-0.000076,0.013097,1.585388,1016.996826
2615,-0.000004,0.000036,-0.000078,-0.065484,0.000000,1016.996826
2660,-0.000003,0.000041,-0.000078,-0.013097,-0.528336,1016.996582
2715,-0.000003,0.000045,-0.000085,0.000000,0.000000,1016.996582
2759,-0.000002,0.000044,-0.000086,-0.006548,22.723579,1017.023620
2809,0.000000,0.000049,-0.000095,-0.032742,0.000000,1017.023620
2849,0.000001,0.000049,-0.000109,-0.013097,-16.910552,1017.003417
2889,-0.000001,0.000051,-0.000133,0.032742,0.000000,1017.003417
2923,-0.000001,0.000050,-0.000135,-0.006548,2.113724,1017.006164
2963,0.000003,0.000050,-0.000134,-0.045839,0.000000,1017.006164
2999,0.000005,0.000051,-0.000143,-0.032742,0.000000,1017.006164
3040,0.000005,0.000054,-0.000144,0.006548,-21.666526,1016.980102
3075,0.000006,0.000054,-0.000140,-0.013097,0.000000,1016.980102
3113,0.000003,0.000059,-0.000136,0.039290,31.178665,1017.017333
3171,0.000004,0.000059,-0.000145,-0.013097,0.000000,1017.017333
3213,0.000002,0.000063,-0.000148,0.019645,-15.325165,1016.999206
3254,0.000002,0.000063,-0.000152,0.000000,0.000000,1016.999206
3298,0.000001,0.000062,-0.000161,0.013097,0.000000,1016.999206
3355,0.000013,0.000062,-0.000171,-0.157161,2.113914,1017.001708
3398,0.000019,0.000060,-0.000181,-0.072032,0.000000,1017.001708
3444,0.000022,0.000062,-0.000183,-0.032742,-7.926941,1016.991882
3482,0.000025,0.000062,-0.000196,-0.052387,0.000000,1016.991882
3516,0.000022,0.000058,-0.000195,0.045839,-1.056862,1016.990844
3551,0.000022,0.000061,-0.000185,0.000000,0.000000,1016.990844
3586,0.000025,0.000060,-0.000188,-0.030559,0.000000,1016.990844
3620,0.000029,0.000061,-0.000188,-0.055006,-2.642250,1016.987365
3654,0.000031,0.000070,-0.000190,-0.024447,0.000000,1016.987365
3690,0.000033,0.000071,-0.000190,-0.024447,3.699112,1016.991638
3725,0.000035,0.000070,-0.000199,-0.030559,0.000000,1016.991638
3768,0.000037,0.000065,-0.000196,-0.012224,0.000000,1016.991638
3806,0.000045,0.000068,-0.000184,-0.110013,6.870079,1017.000305
3841,0.000049,0.000073,-0.000186,-0.042783,0.000000,1017.000305
3876,0.000054,0.000070,-0.000179,-0.055006,0.000000,1017.000305
3911,0.000052,0.000067,-0.000187,0.018335,-4.756165,1016.994445
3950,0.000050,0.000073,-0.000172,0.030559,0.000000,1016.994445
3984,0.000048,0.000074,-0.000171,0.018335,-8.983803,1016.983764
4021,0.000050,0.000073,-0.000181,-0.018335,0.000000,1016.983764
4061,0.000050,0.000075,-0.000178,0.000000,0.000000,1016.983764
4096,0.000059,0.000074,-0.000162,-0.116125,2.113914,1016.986267
4129,0.000056,0.000076,-0.000157,0.036671,0.000000,1016.986267
4163,0.000057,0.000073,-0.000147,-0.018335,0.000000,1016.986267
4199,0.000042,0.000075,-0.000149,0.195578,-6.869888,1016.977661
4241,0.000057,0.000074,-0.000158,-0.171897,0.000000,1016.977661
4275,0.000052,0.000076,-0.000137,0.051569,32.764053,1017.017395
4311,0.000041,0.000079,-0.000128,0.126058,0.000000,1017.017395
4355,0.000040,0.000083,-0.000124,0.011460,0.000000,1017.017395
4389,0.000053,0.000081,-0.000133,-0.143247,10.040665,1017.029602
4426,0.000052,0.000078,-0.000136,0.005730,0.000000,1017.029602
4461,0.000049,0.000083,-0.000136,0.034379,0.000000,1017.022399
4500,0.000045,0.000082,-0.000138,0.040109,-5.813026,1017.022399
4536,0.000049,0.000084,-0.000136,-0.034379,0.000000,1017.022399
4571,0.000043,0.000087,-0.000136,0.063029,-20.081138,1016.998107
4606,0.000044,0.000093,-0.000151,-0.005730,0.000000,1016.998107
4646,0.000040,0.000092,-0.000163,0.034379,0.000000,1016.998107
4681,0.000046,0.000090,-0.000177,-0.067230,14.796639,1017.016235
4715,0.000045,0.000088,-0.000188,0.017190,0.000000,1017.016235
4750,0.000044,0.000090,-0.000193,0.005730,0.000000,1017.016235
4785,0.000045,0.000091,-0.000196,-0.017190,-14.268303,1016.998840
4819,0.000039,0.000110,-0.000202,0.080218,0.000000,1016.998840
4853,0.000027,0.000098,-0.000198,0.157161,7.926941,1017.008605
4889,0.000010,0.000115,-0.000244,0.201690,0.000000,1017.008605
4930,0.000013,0.000107,-0.000269,-0.028649,0.000000,1017.008605
4964,0.000003,0.000106,-0.000235,0.108868,-1.057053,1017.007507
5000,0.000015,0.000110,-0.000253,-0.131787,0.000000,1017.007507
5035,0.000009,0.000114,-0.000253,0.068759,0.000000,1017.007507
5069,0.000007,0.000116,-0.000267,0.017190,2.642441,1017.010314
5103,0.000010,0.000115,-0.000282,-0.034379,0.000000,1017.010314
5139,0.000010,0.000123,-0.000288,0.005730,0.000000,1017.010314
5173,0.000025,0.000094,-0.000356,-0.171897,-29.593658,1016.974609
5212,0.000026,0.000098,-0.000378,-0.011460,0.000000,1016.974609
5248,0.000024,0.000102,-0.000380,0.017190,6.341553,1016.982482
5281,0.000029,0.000106,-0.000383,-0.057299,0.000000,1016.982482
5315,0.000035,0.000111,-0.000388,-0.068759,0.000000,1016.982482
5350,0.000037,0.000102,-0.000398,-0.016179,7.926750,1016.992004
5385,0.000039,0.000107,-0.000397,-0.021571,0.000000,1016.992004
5420,0.000039,0.000104,-0.000401,-0.005393,0.000000,1016.992004
5454,0.000044,0.000104,-0.000406,-0.048536,5.813026,1016.998901
5492,0.000040,0.000103,-0.000399,0.043143,0.000000,1016.998901
